customer_id,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST_02331,26,119.81950544777857,636.6139334938092,Two year,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No,Yes,0
CUST_02332,63,38.79259578737954,5417.969788964087,One year,Mailed check,No,No internet service,Yes,Yes,No,No,No,0
CUST_02333,66,34.80597594888297,7977.915612020365,One year,Bank transfer,No,Yes,No internet service,Yes,Yes,No,No,0
CUST_02334,25,29.868522775992062,6263.51624279745,One year,Electronic check,Fiber optic,No internet service,No,Yes,No internet service,No,No,0
CUST_02335,3,77.98053451667963,2395.4517414618967,Two year,Credit card,No,No,No internet service,Yes,Yes,Yes,Yes,0
CUST_02336,44,82.78638260021015,2294.7740081725065,One year,Credit card,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,0
CUST_02337,42,56.5227926256882,5371.027023688325,Two year,Electronic check,DSL,No internet service,No,No,No,Yes,No,0
CUST_02338,6,73.54133355114678,7177.24863036739,Two year,Electronic check,No,Yes,Yes,No internet service,No,No internet service,Yes,0
CUST_02339,39,98.83995309449125,4665.802952697959,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,0
CUST_02340,52,101.81041683217484,4266.478068643461,One year,Bank transfer,DSL,No,No,Yes,Yes,Yes,No,0
CUST_02341,23,115.79120757156483,1367.0346573650036,One year,Mailed check,DSL,No,No internet service,Yes,Yes,Yes,No internet service,0
CUST_02342,50,102.42679859228745,5752.109947342551,Two year,Bank transfer,No,No internet service,No,Yes,No,No,No,0
CUST_02343,43,76.48414367174266,5648.159095139337,Two year,Electronic check,DSL,No internet service,No,No,Yes,No internet service,No internet service,0
CUST_02344,19,37.9656965836846,7738.915999437397,Month-to-month,Bank transfer,No,No internet service,No,No,No internet service,No internet service,No,0
CUST_02345,69,29.97635577028424,2471.5182560147487,One year,Credit card,DSL,No,Yes,No,No internet service,No internet service,No,0
CUST_02346,51,25.45118899108592,6075.919263303501,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST_02347,11,86.65258317853838,3529.115563461269,One year,Electronic check,No,No,No,Yes,No,No internet service,Yes,1
CUST_02348,12,100.75362553979932,4511.935053767466,One year,Credit card,No,No,Yes,No,No,No internet service,No internet service,0
CUST_02349,8,70.86839506840789,6549.98545924441,One year,Mailed check,DSL,Yes,Yes,No,No,No,No,0
CUST_02350,24,25.471417483363993,1853.7608556499072,Two year,Bank transfer,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,0
CUST_02351,41,73.54705745913381,2808.663042266578,One year,Bank transfer,DSL,No internet service,No,No,No,No,No,0
CUST_02352,36,113.57492615245503,6209.138494561016,Two year,Electronic check,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,0
CUST_02353,55,79.76131909324604,4606.617530774101,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,No internet service,No,0
CUST_02354,9,100.94274884628149,830.1410435500546,Month-to-month,Credit card,DSL,No,Yes,No,No,Yes,Yes,1
CUST_02355,47,100.01526483917506,3498.468347550253,Two year,Electronic check,No,Yes,Yes,No internet service,Yes,No internet service,No,0
CUST_02356,15,113.21290997806528,4734.403172486829,One year,Electronic check,DSL,No,No internet service,Yes,Yes,Yes,No,0
CUST_02357,48,97.02287656498733,7285.186799915916,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No internet service,No,Yes,No,1
CUST_02358,42,94.77005140130896,1589.0555945152455,Month-to-month,Mailed check,No,No internet service,No internet service,No,No,Yes,No,1
CUST_02359,60,43.41026649706406,6467.028450182114,Two year,Electronic check,DSL,Yes,No,Yes,Yes,No,Yes,0
CUST_02360,70,25.992515532108143,1131.9334163050717,Two year,Bank transfer,DSL,No internet service,No internet service,Yes,Yes,Yes,No,0
CUST_02361,12,71.75994650538078,2013.661714598877,Two year,Credit card,No,No,Yes,No,Yes,Yes,No internet service,0
CUST_02362,2,32.44342079467552,2022.416679571972,Two year,Electronic check,No,No,No internet service,No internet service,No internet service,Yes,No internet service,0
CUST_02363,7,116.21958762779913,7032.085647679778,Two year,Credit card,DSL,No internet service,No,No,Yes,No internet service,No,1
CUST_02364,3,48.99247626330286,1672.2397669183981,Two year,Credit card,DSL,Yes,No internet service,No,No internet service,No,Yes,0
CUST_02365,3,105.2944203384293,6316.989743184732,Two year,Bank transfer,No,No,No,No,No,No,No internet service,1
CUST_02366,27,58.76246252024593,3748.2716187549972,One year,Mailed check,No,No,No internet service,No internet service,Yes,No,No,0
CUST_02367,40,52.31942498573774,7992.817065598755,One year,Credit card,Fiber optic,Yes,No,Yes,No,No,No,0
CUST_02368,33,113.51585723766212,6728.822839351633,One year,Electronic check,Fiber optic,No,No,Yes,Yes,No internet service,Yes,0
CUST_02369,1,56.3322572086224,5943.654762137762,One year,Mailed check,Fiber optic,No internet service,No,No,No,Yes,No,1
CUST_02370,8,59.02879086631364,6978.737822552344,Month-to-month,Mailed check,No,No internet service,No internet service,No,Yes,No internet service,Yes,1
CUST_02371,32,30.609177961290918,5108.840101579765,One year,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No,No internet service,0
CUST_02372,48,87.04466652825093,6764.852826575131,Month-to-month,Electronic check,No,Yes,Yes,No,No,No internet service,No,1
CUST_02373,4,48.88394144775135,2162.9020941555013,Month-to-month,Electronic check,DSL,No internet service,No,No internet service,No,No internet service,Yes,1
CUST_02374,70,78.56041678395073,871.855367698492,Month-to-month,Bank transfer,No,Yes,Yes,No internet service,Yes,No,No,0
CUST_02375,19,79.13517040532095,4965.862855984683,Two year,Bank transfer,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,0
CUST_02376,32,91.9199695595767,3534.0541020423293,Month-to-month,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,1
CUST_02377,9,94.52414861724412,3468.8822828102125,Month-to-month,Credit card,No,No internet service,Yes,Yes,No internet service,No,No,1
CUST_02378,12,71.44524344015394,4261.308034197365,Month-to-month,Credit card,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,0
CUST_02379,11,53.0991947603403,2954.922631367786,Two year,Credit card,No,No,Yes,Yes,No,No internet service,Yes,0
CUST_02380,46,103.7450894834734,5045.87029839835,One year,Credit card,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,0
CUST_02381,16,50.98656494084847,341.4901020462763,One year,Electronic check,No,No,No,No,No internet service,Yes,No,0
CUST_02382,1,70.75090944693315,7762.14160086593,Month-to-month,Electronic check,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,1
CUST_02383,63,60.1252583203728,7405.201037160006,Month-to-month,Bank transfer,No,Yes,No,No internet service,No,No internet service,No internet service,0
CUST_02384,21,105.50783859696881,7488.634284397275,One year,Bank transfer,DSL,No,Yes,Yes,Yes,Yes,No,0
CUST_02385,30,63.19185311458288,2983.527615111375,One year,Credit card,DSL,No,No,No,Yes,No internet service,Yes,0
CUST_02386,13,58.60991888374843,4301.938565506888,One year,Bank transfer,DSL,No,No,No internet service,No internet service,No internet service,Yes,0
CUST_02387,34,88.98236928976374,7637.631764154845,One year,Electronic check,No,No internet service,No internet service,No,No,Yes,No internet service,0
CUST_02388,4,80.24411098614428,7228.533845777934,Month-to-month,Credit card,DSL,No,Yes,Yes,No,No,Yes,1
CUST_02389,28,30.72468334958461,6342.931359619064,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,0
CUST_02390,59,70.81688063439631,3317.91955979598,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,Yes,0
CUST_02391,27,93.54783883332476,4558.279863139171,One year,Mailed check,No,Yes,Yes,Yes,Yes,No,No internet service,0
CUST_02392,69,119.20747645913562,6364.0085463115165,Two year,Credit card,Fiber optic,No,No,No internet service,No,No,No internet service,0
CUST_02393,25,82.91468339703192,2256.794764766251,One year,Bank transfer,DSL,No,No internet service,No internet service,No,Yes,Yes,0
CUST_02394,3,57.02930664413178,5048.95000900208,One year,Mailed check,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,1
CUST_02395,68,42.61515998021184,6640.6811663296685,Two year,Electronic check,DSL,No,Yes,No internet service,No,No internet service,No,0
CUST_02396,25,107.28302341533202,5688.892854689921,Two year,Mailed check,No,Yes,No internet service,Yes,Yes,No,No,0
CUST_02397,20,101.45652121135028,3887.8969864089054,One year,Mailed check,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0
CUST_02398,34,43.39228207793849,4718.406040485751,Two year,Credit card,DSL,Yes,No,No,No,Yes,No,0
CUST_02399,26,40.063209014657346,7910.536790851774,Two year,Mailed check,DSL,No,Yes,No internet service,No internet service,No,Yes,0
CUST_02400,5,91.51367768111756,4855.7035777129595,Two year,Bank transfer,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,1
CUST_02401,61,51.49520619187595,6306.380256747286,One year,Credit card,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,0
CUST_02402,9,50.63987983619578,5840.177638583535,One year,Electronic check,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,0
CUST_02403,50,35.22902470676553,5641.77586268197,Two year,Bank transfer,Fiber optic,No internet service,No,No internet service,No,No,No internet service,0
CUST_02404,6,46.39755197098299,5759.315535400944,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,Yes,No internet service,1
CUST_02405,60,62.750755759264955,3689.837035123565,Two year,Mailed check,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,0
CUST_02406,44,93.28383372724156,3845.86537869319,Two year,Bank transfer,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,0
CUST_02407,11,53.63080944137498,3796.11562515018,One year,Credit card,No,No internet service,No,No,No,Yes,No internet service,0
CUST_02408,66,52.86043394798427,362.71139697960393,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,0
CUST_02409,47,48.49132525524358,2004.4161096253554,Two year,Electronic check,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,0
CUST_02410,3,67.8283667511043,1321.055652534074,Month-to-month,Credit card,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,1
CUST_02411,30,38.06366979413153,7102.915590038333,One year,Electronic check,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,0
CUST_02412,21,68.56307340321256,2272.257994978297,Month-to-month,Mailed check,DSL,No internet service,No internet service,No,No internet service,No internet service,No,0
CUST_02413,28,90.41755561946898,1193.6968122777691,One year,Credit card,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,0
CUST_02414,62,22.979050403262217,1046.158762095991,Two year,Credit card,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,0
CUST_02415,33,20.977938030576187,5629.919692962054,One year,Mailed check,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,0
CUST_02416,35,27.512291015450923,148.05815622817835,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,0
CUST_02417,52,73.5660061728112,3823.304773876415,Month-to-month,Credit card,Fiber optic,No,No,No,No internet service,No internet service,No,0
CUST_02418,34,105.44550831854035,1039.0817342257503,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,No,Yes,No,1
CUST_02419,41,20.488446602025196,6812.34068332365,Two year,Electronic check,DSL,No internet service,No,Yes,Yes,No internet service,No,0
CUST_02420,51,113.6661304584681,7671.75781597442,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No,Yes,Yes,No,1
CUST_02421,47,30.62785115705358,7674.161468097739,Month-to-month,Credit card,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,0
CUST_02422,58,104.19835280582262,3591.5164606794774,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,No,Yes,0
CUST_02423,57,68.28547649829468,5191.667113034892,One year,Bank transfer,No,No internet service,Yes,No,Yes,No,Yes,0
CUST_02424,23,85.9357387278844,4837.662678434883,Month-to-month,Electronic check,Fiber optic,No internet service,No,No internet service,No,No,Yes,1
CUST_02425,48,71.06829844471824,2865.3073209490285,One year,Credit card,No,Yes,No internet service,Yes,No internet service,Yes,No,0
CUST_02426,22,67.70482251793547,3608.109482222196,Month-to-month,Mailed check,No,Yes,No,No,No,Yes,No internet service,0
CUST_02427,17,103.48994283643914,608.157208142957,One year,Mailed check,No,Yes,No internet service,Yes,Yes,Yes,No internet service,0
CUST_02428,69,95.58863795678164,6386.022358104749,One year,Bank transfer,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,0
CUST_02429,11,68.34022365230041,2002.3477460214904,Two year,Bank transfer,No,No internet service,No,Yes,No,No internet service,Yes,0
CUST_02430,15,31.16359293960616,3738.165915977372,Two year,Credit card,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,0
CUST_02431,35,31.540295931440813,3896.903795571487,One year,Bank transfer,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,0
CUST_02432,33,100.15394607190754,4529.622739295414,One year,Credit card,DSL,Yes,No,No,No internet service,Yes,No,0
CUST_02433,16,72.93906213475334,6561.225439315911,Two year,Mailed check,DSL,No,Yes,No,No,Yes,Yes,0
CUST_02434,34,68.15891402193625,5565.860264851623,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,0
CUST_02435,66,88.05668413607151,5338.198088120617,Two year,Credit card,DSL,No,Yes,No internet service,No,Yes,No,0
CUST_02436,40,105.88415834142603,4261.289416859025,Two year,Electronic check,DSL,No internet service,Yes,No,No internet service,Yes,No,0
CUST_02437,28,82.88731444133052,858.0504640780604,Month-to-month,Bank transfer,No,No,Yes,No internet service,No internet service,No internet service,Yes,1
CUST_02438,47,96.2847902346479,3275.866926041805,Month-to-month,Credit card,No,No,No internet service,Yes,Yes,Yes,No,1
CUST_02439,39,96.52705241169569,7662.803125195362,Two year,Credit card,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,0
CUST_02440,70,55.62614487929591,7964.829794777195,Two year,Electronic check,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,0
CUST_02441,20,47.40831956409957,5870.935354197254,One year,Mailed check,No,No,Yes,No internet service,No,Yes,No,0
CUST_02442,1,100.11640671751586,1897.3682082896958,Two year,Electronic check,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,1
CUST_02443,63,57.717879178424354,904.9361034268278,Two year,Credit card,DSL,Yes,No,Yes,No internet service,No,No internet service,0
CUST_02444,67,110.33360065227052,3376.638436464974,Month-to-month,Electronic check,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,0
CUST_02445,4,26.969069673011962,6866.918028638752,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,0
CUST_02446,58,25.821751207533964,5802.727495170504,One year,Credit card,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,0
CUST_02447,25,112.70041601014083,7082.748676574729,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,No internet service,0
CUST_02448,47,84.84549141814348,4964.6328861114525,Month-to-month,Electronic check,DSL,Yes,No internet service,Yes,No internet service,No,Yes,0
CUST_02449,38,57.95993564483323,1129.5940802585694,Month-to-month,Electronic check,DSL,No,Yes,No internet service,No,No,Yes,0
CUST_02450,15,95.50604148161828,1006.8881392854962,Month-to-month,Bank transfer,No,Yes,No,No internet service,No,No,Yes,1
CUST_02451,63,87.23268099936412,479.2181907780213,Month-to-month,Bank transfer,No,Yes,No,No internet service,No,No,No internet service,1
CUST_02452,21,73.12010468195962,4579.931767530895,Two year,Credit card,No,No,No internet service,Yes,Yes,No internet service,Yes,0
CUST_02453,57,29.887334266265135,2018.8012693358332,One year,Credit card,No,No,Yes,Yes,Yes,Yes,No internet service,0
CUST_02454,53,101.21795872927515,5901.630766704109,One year,Credit card,Fiber optic,Yes,Yes,No,No internet service,Yes,No,0
CUST_02455,46,106.60231906806247,5521.3744932743075,One year,Bank transfer,No,No,Yes,No,No,No,Yes,0
CUST_02456,14,37.216868855264906,2613.0748650257037,Two year,Credit card,No,No internet service,No,No internet service,No,Yes,No,0
CUST_02457,17,105.05116519770667,1496.7331650661085,Two year,Electronic check,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,0
CUST_02458,39,107.78473110165642,908.9627633884096,Two year,Electronic check,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST_02459,9,74.9428612288516,5924.790663123466,One year,Mailed check,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,1
CUST_02460,6,85.6179036222687,3658.483863864872,Two year,Credit card,DSL,Yes,Yes,No internet service,No,Yes,No,1
CUST_02461,23,58.22373200144914,2655.8863220072976,Two year,Electronic check,No,Yes,No,No,Yes,Yes,No internet service,0
CUST_02462,59,48.1791647509266,6867.558824869866,Month-to-month,Electronic check,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,0
CUST_02463,46,92.19831469516448,4789.544410898134,Month-to-month,Mailed check,No,No,No internet service,No,Yes,No,Yes,1
CUST_02464,38,106.18751490158083,4192.2184575330175,One year,Electronic check,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,0
CUST_02465,14,85.40775529557476,5972.695403307364,Month-to-month,Mailed check,DSL,No,No,No internet service,Yes,No internet service,Yes,0
CUST_02466,62,71.15906106465492,6543.106807858778,Month-to-month,Mailed check,No,No,No internet service,No,No internet service,No internet service,Yes,0
CUST_02467,35,35.892476684417154,5519.977927839484,Month-to-month,Bank transfer,DSL,No internet service,No,Yes,Yes,Yes,Yes,0
CUST_02468,19,25.345871260481815,3576.0499169348864,Two year,Electronic check,No,Yes,No,No,No,No,No internet service,0
CUST_02469,30,64.56917902467464,3096.460462110281,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No,No internet service,Yes,0
CUST_02470,25,24.934956369742128,6196.153012354347,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,No,No,No,0
CUST_02471,40,76.9334631907225,4191.466569058261,Month-to-month,Bank transfer,No,Yes,No,Yes,No internet service,No internet service,Yes,0
CUST_02472,14,58.27291913177713,5664.650020287273,Two year,Mailed check,No,Yes,No internet service,Yes,Yes,No,Yes,0
CUST_02473,26,95.71891196819695,7134.15043373636,One year,Mailed check,No,No internet service,No internet service,No,No,Yes,No internet service,0
CUST_02474,22,50.56484968361835,7335.536014419955,Two year,Mailed check,No,No internet service,No internet service,No,No,Yes,No internet service,0
CUST_02475,48,79.29827009674321,2293.9535500005236,Two year,Mailed check,Fiber optic,No internet service,No,No,No,No internet service,No internet service,0
CUST_02476,51,73.76835217551005,1584.3306071528614,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,0
CUST_02477,3,20.471242552224115,2164.1701466610193,One year,Credit card,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,0
CUST_02478,42,27.238939826431036,6035.836987230472,Month-to-month,Electronic check,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,0
CUST_02479,19,49.03682124860205,3023.458484764665,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,Yes,No internet service,0
CUST_02480,28,108.22350810207651,1469.7753186465052,One year,Electronic check,No,Yes,No internet service,No internet service,No,No internet service,No,0
CUST_02481,45,34.70149548997786,877.2453908050571,One year,Electronic check,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,0
CUST_02482,71,91.08943304605417,2685.774191754534,Two year,Bank transfer,No,No,No,No internet service,No,Yes,Yes,0
CUST_02483,63,117.33665661522873,1175.4778787690393,One year,Mailed check,Fiber optic,No,No,No internet service,No internet service,No internet service,No,0
CUST_02484,19,99.05675526911551,1335.351539013125,Two year,Bank transfer,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,0
CUST_02485,47,44.2945361687044,5502.683390225534,Two year,Bank transfer,DSL,No,No,No,No,No internet service,No internet service,0
CUST_02486,14,110.83652604130816,255.8835557804017,Month-to-month,Credit card,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,1
CUST_02487,38,29.310715650839008,1028.6707668409601,Month-to-month,Credit card,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,0
CUST_02488,53,66.81419418707358,6770.487380583462,Month-to-month,Mailed check,DSL,Yes,No internet service,No,Yes,No,No,0
CUST_02489,61,108.75419077264138,6774.8212716442,One year,Bank transfer,No,No internet service,Yes,Yes,No,No,No,0
CUST_02490,36,84.12657092568698,2701.023482232258,One year,Bank transfer,Fiber optic,No internet service,No,No,Yes,No,No internet service,0
CUST_02491,40,61.36445647276988,794.828766112959,Two year,Bank transfer,DSL,No internet service,Yes,No internet service,No internet service,No,No,0
CUST_02492,30,49.28128667371688,5669.265637076926,Two year,Electronic check,No,No internet service,Yes,No,No internet service,No internet service,Yes,0
CUST_02493,9,57.50994053183499,2945.0403334136076,Two year,Credit card,No,Yes,Yes,No,Yes,Yes,No internet service,0
CUST_02494,64,70.89417810092863,459.1705549189141,One year,Credit card,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST_02495,33,51.90439298728074,1346.8331522684086,Two year,Mailed check,DSL,No internet service,Yes,Yes,No,No,Yes,0
CUST_02496,52,116.89678620822997,1183.997014515792,Two year,Credit card,No,No,Yes,Yes,No internet service,No internet service,Yes,0
CUST_02497,14,113.30776530661451,4754.019116238532,One year,Credit card,No,No,No internet service,No internet service,Yes,Yes,No internet service,0
CUST_02498,53,107.06714682143208,7195.128910468135,Month-to-month,Mailed check,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,1
CUST_02499,59,62.18298355226534,6365.269063255314,One year,Bank transfer,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,0
CUST_02500,41,89.13017693352289,4417.476755636118,Two year,Electronic check,No,No internet service,Yes,No,No,No internet service,No,0
CUST_02501,68,110.28293070359646,3435.0258029270926,Month-to-month,Mailed check,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,1
CUST_02502,68,105.0429487678928,4987.546001644033,One year,Credit card,No,Yes,No,Yes,No,No,Yes,0
CUST_02503,8,61.43270140202077,3606.1206537426388,Month-to-month,Mailed check,DSL,No,Yes,No internet service,No,No internet service,No internet service,1
CUST_02504,2,31.23860493222607,2044.183068352896,Month-to-month,Credit card,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,1
CUST_02505,41,27.563036383454946,5465.659897283009,Two year,Bank transfer,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,0
CUST_02506,55,77.70640452257027,6998.6271713564365,One year,Bank transfer,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,0
CUST_02507,16,84.26279352109316,3045.675612378798,Two year,Bank transfer,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,0
CUST_02508,62,104.98426045970241,6748.153894761562,One year,Credit card,DSL,Yes,No,Yes,No internet service,Yes,Yes,0
CUST_02509,48,49.251502034103105,3505.5481672195747,One year,Mailed check,No,No internet service,No internet service,No,No internet service,No,Yes,0
CUST_02510,30,36.74704905500425,3270.5539504854655,One year,Credit card,No,No,No,No internet service,No internet service,No internet service,Yes,0
CUST_02511,12,57.900583317819944,323.76242462151856,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,No,No,Yes,0
CUST_02512,35,55.35751236322751,5592.703320802541,Month-to-month,Bank transfer,No,No,No internet service,No internet service,Yes,No internet service,Yes,0
CUST_02513,11,33.24689540178547,6479.269948399201,Two year,Bank transfer,DSL,Yes,Yes,No,Yes,No internet service,No,0
CUST_02514,64,87.22826525131521,5342.0996645126315,One year,Credit card,No,No internet service,Yes,Yes,No internet service,Yes,Yes,0
CUST_02515,50,70.8691940729376,1295.7515159963536,One year,Electronic check,DSL,Yes,No internet service,No,No,No internet service,No internet service,0
CUST_02516,21,92.11227561147663,916.0183936658807,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,1
CUST_02517,69,55.269112016973466,4625.584137786462,One year,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,No,0
CUST_02518,48,52.57022115777023,3271.978408058355,Two year,Bank transfer,No,No,No internet service,No,No internet service,Yes,No internet service,0
CUST_02519,20,67.25758530438557,3489.872489536158,One year,Credit card,No,No internet service,No internet service,No internet service,No,Yes,No internet service,0
CUST_02520,67,107.7407345395147,7745.621949269761,One year,Mailed check,No,Yes,No,No,No,No internet service,No internet service,0
CUST_02521,44,24.02813067339803,5818.9891024252165,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,0
CUST_02522,33,100.4832817296472,3353.123139741278,One year,Electronic check,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,0
CUST_02523,61,56.89876126577565,250.88431074954764,Two year,Electronic check,Fiber optic,No,No,No internet service,No internet service,No,Yes,0
CUST_02524,9,105.46190257884777,369.35601304083514,Two year,Credit card,DSL,Yes,Yes,Yes,No internet service,Yes,No,1
CUST_02525,68,100.22030088358565,5509.949195602264,Two year,Bank transfer,No,No internet service,Yes,No,No,No,No internet service,0
CUST_02526,35,54.87612473960884,6718.136200190334,Two year,Mailed check,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,0
CUST_02527,65,89.3876535321616,5690.850773442502,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,Yes,Yes,No,1
CUST_02528,8,35.963275677344015,3306.513245577331,One year,Credit card,DSL,No internet service,No,Yes,No internet service,Yes,No,1
CUST_02529,45,109.6281552163788,345.97232965149954,Month-to-month,Credit card,DSL,No internet service,No,Yes,No,No internet service,Yes,1
CUST_02530,47,60.44910644519094,7742.472878858315,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,No,0
CUST_02531,40,65.56256153552002,7892.054891048885,One year,Mailed check,DSL,No internet service,No internet service,No internet service,No,No,No internet service,0
CUST_02532,54,90.57590510369849,4439.979956409722,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No,No,No,1
CUST_02533,46,102.0840236704851,658.3006210913342,One year,Mailed check,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,0
CUST_02534,47,43.63427433282096,4373.682796724288,Two year,Mailed check,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,0
CUST_02535,15,86.13501398769954,7149.473914744386,Two year,Mailed check,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,0
CUST_02536,19,59.19980438891485,5471.885530012887,One year,Electronic check,DSL,No internet service,Yes,No internet service,No,Yes,Yes,0
CUST_02537,26,56.87029240039613,5787.914925158521,One year,Electronic check,Fiber optic,No,No,No,No,Yes,No internet service,0
CUST_02538,52,89.00258239406547,771.2617157147694,Two year,Credit card,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
CUST_02539,22,58.718327415593436,941.4419325512314,Month-to-month,Electronic check,No,No internet service,No,No,No,No,Yes,0
CUST_02540,21,54.610850016440764,1106.0553333694936,Two year,Mailed check,DSL,No internet service,Yes,No,No internet service,No,No internet service,0
CUST_02541,51,103.58884081262424,7244.576985921842,One year,Mailed check,No,No,Yes,No,No internet service,No,No,0
CUST_02542,38,30.127612383100637,4254.212126484125,Month-to-month,Mailed check,No,Yes,No internet service,Yes,No,Yes,Yes,0
CUST_02543,20,87.58926228302107,6353.44326150463,Two year,Credit card,DSL,Yes,No,No internet service,No,Yes,No,0
CUST_02544,29,44.87253937906246,1010.8009530804418,One year,Credit card,DSL,No,No,No,No internet service,No,No,0
CUST_02545,51,21.54982418261903,7428.3773735179,One year,Bank transfer,Fiber optic,No internet service,No,No,No,Yes,Yes,0
CUST_02546,4,36.6764268872692,6587.0225228279605,One year,Electronic check,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,0
CUST_02547,55,80.66615297758678,1875.6367437253132,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,1
